"V1","V2"
-10.1042215717801,7.2108780252174
-14.2270355784217,-14.4826622565999
-14.8068279130994,-13.0045356751148
-10.9198747336354,15.2937630633376
-2.35178354143421,-11.1626116824508
-2.22106434573764,-12.8836533178632
-5.71329431792079,-1.12457199197437
3.56399399589505,1.97330623908026
-8.99263543056422,7.68566031136471
-4.16483566020605,1.88384874596906
6.1318545054164,6.64692480993885
6.31372715783749,3.29950145995274
-14.987555509702,-12.0942122848953
-8.76902382016532,8.06690486701877
-12.6149394191397,13.9926122240544
-15.3959062594987,-12.8693677665125
-10.3045160867277,15.4200653524449
-14.2616749151419,-11.7830458663181
-6.7198067938062,-1.3837923150491
-15.0365137054687,-13.1533680281857
-1.85595567296111,-12.8323817315278
-15.4934181379423,-11.0080913369525
5.25193691602877,5.90950631767145
-9.62576419730164,14.9712210451108
7.01877886841915,7.78113172063297
-8.61324906311229,-1.15057444170793
-13.60160212632,13.3273559134338
-15.4288612637222,-11.9787201885352
-15.129623887146,-12.1864992423097
-7.10175883737898,-1.26540448260205
-9.93783115623043,-3.37846389802847
-12.4623043434863,13.7956147362447
-15.4576895432221,-11.9857456488886
-14.3655600373629,-14.2738935867648
-10.7896379749833,4.33583808337715
-12.6960867350772,13.2214807317009
-13.333262390476,14.4709120359983
7.91831267162598,10.0238160399898
6.13623931028197,3.30673402915111
7.86046860212841,5.46462282673076
-15.2817419420697,-11.9803493618963
-15.2727472562723,-13.7601310163236
-15.3944620516645,-13.6325840387028
-10.7410688267384,8.11780169573656
-12.1769237988407,4.50495102316587
-14.9648730747028,-15.0649037913739
-13.9910424403757,-12.7953975432169
-9.54286592727546,9.41921155894606
-12.0351637771835,14.8809441468263
6.50009959317703,8.28218352749176
-14.344792266588,-12.5940422303239
6.79688841600169,5.54059418687635
-15.0585290144837,-12.0194401749703
-15.3049865832656,-12.9127518707106
-15.2817648708901,-12.8092833853439
-8.80359214334482,8.99489325604489
-10.5813689986108,-2.00310806872767
-10.8566270474432,6.33621999199793
-14.8495669735697,-13.4562523847568
-10.7473886392126,16.423063765867
-8.66200730689462,-2.12155302489256
7.39646736346038,5.52945783212331
-14.5154974888295,-12.8757258731713
5.39816758128722,7.80608454137414
-10.4369467046722,16.2560910277651
-4.61361950082866,5.13988713443976
-10.4555632923319,9.44062996181102
-14.8561595182408,-13.213458620409
-14.5776416678188,-14.2498200245926
-9.36976977163004,17.871383538454
-10.2420109317573,14.3974184366782
-8.05561979591145,-0.982070414284908
-15.0752856394218,-13.2170935951836
6.5987784328122,3.52505249923781
-11.8849989963445,13.3139022884527
-15.1737466012637,-12.9902695868216
