"V1","V2"
-1.22794555710728,1.53704861767985
-5.83408936714385,0.931293012231783
-2.58743827995321,-8.31176403171858
4.25246597751141,2.81377886134114
-2.764539982948,-2.13816063145649
-4.52017498581392,0.688478122068705
-2.053338316315,1.37858272792257
-2.66096015835816,0.213951750743
8.76036004132917,1.94178018158683
2.99049688580058,6.86599494383443
-4.94582954411737,-4.60986425129231
1.84411000009524,-1.92982144176915
-3.36154858770799,2.31545828081311
-1.45130768555043,1.23533116307449
-2.95100577700495,-9.33108668392174
-2.53402244295271,0.315335366726106
0.180886077878236,-4.54671754560991
-1.13494272543399,1.52387026807188
-1.558805958167,0.791021878985508
-3.76726619497342,-2.24570097735317
-3.08476660721273,-8.04885507960155
-4.37828360135034,-7.88887820763255
2.15463207557989,1.71784346726268
-3.07059217336702,-5.37444758299541
-3.70684553076071,0.940811782954725
4.56056514398999,0.444146541126009
-5.25507301302491,0.365947533572615
-0.727638431274009,1.33866353401406
2.73328125967004,0.302531362239328
-3.14939560238586,-0.0796499173953827
-0.642790093650228,-0.0240641355787086
-1.21187794574283,2.0766206536712
5.086650927317,-1.94201075866771
-6.34924431771598,-4.30681525033278
-4.87767927722582,-2.75069073527858
-4.25158867153944,-0.00614757954724621
-3.21405523256533,1.53733791039785
-3.40087240734587,0.633606256943211
-4.29496071541023,-8.95030059823195
-3.18302923116898,-2.23461871095801
-4.60344637115603,-5.7458836564235
0.103913509448602,-1.94525437618945
-0.537829210807243,1.16541730443493
3.4916060950166,1.4107162617945
3.77304118282266,-2.03558830010069
-4.2173727152127,0.631393082126029
-2.7290809896966,-8.2579250517686
-4.51249242060685,-8.10737725172093
-2.86412746795016,-1.88917292680954
-2.39102819787156,-7.99951783535711
-2.8487999384424,2.75645308863039
-1.87863472764791,-1.4325006022657
-2.04816764669712,-7.12068903109679
-3.51537710462196,-1.71712680117381
-1.59191001613069,-0.119327178679386
-3.07857253984208,-7.30616616752761
-1.35026326399518,-0.852583563072854
